ID,Age,Gender,Marital Status,Education Field,Education Level,Miles from Home to Work,Department Name,Job Role Name,Job Level,Business Travel Frequency,Yearly Income,Absences per Year,Job Involvement,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance Satisfaction,Last Salary Increase (%),Amount of Stock Option,Number of Training Sessions Last Year,Number of Other Companies,Total Active Years,Years at Current Company,Years Since Last Promotion,Years with Current Manager,Attrition
147,45,Male,Married,Life Sciences,Master,19,Research & Development,Research Director,Senior Level,Travel_Frequently,34410,19,High,3,1.0,1.0,3.0,13,Low,5,2.0,5.0,1,0,0,Yes
148,36,Female,Married,Life Sciences,Below College,25,Research & Development,Sales Executive,Manager,Travel_Rarely,170070,12,Medium,3,1.0,2.0,4.0,12,Low,2,9.0,6.0,1,0,0,No
149,42,Female,Married,Life Sciences,Bachelor,1,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,106850,7,High,3,2.0,3.0,3.0,11,High,2,4.0,4.0,1,0,0,No
150,27,Male,Single,Medical,Bachelor,1,Research & Development,Research Scientist,Entry Level,Travel_Rarely,20580,21,High,3,3.0,2.0,3.0,14,Low,5,1.0,1.0,1,0,0,No
151,35,Female,,Medical,Bachelor,,Research & Development,Research Scientist,Entry Level,Travel_Rarely,25320,17,Low,3,1.0,1.0,3.0,13,None,2,1.0,1.0,1,0,0,Yes
152,31,Male,Divorced,Other,Bachelor,,Sales,Manufacturing Director,Entry Level,Travel_Rarely,45340,7,High,3,4.0,4.0,3.0,13,None,2,1.0,1.0,1,0,0,No
153,54,Male,Single,Medical,Master,2,Research & Development,Human Resources,Mid Level,Travel_Rarely,89380,13,High,3,3.0,3.0,3.0,11,High,2,7.0,19.0,1,0,0,No
154,36,Female,Married,Other,Bachelor,8,Research & Development,Sales Executive,Senior Level,Travel_Frequently,69620,14,Medium,3,4.0,3.0,3.0,12,Medium,2,4.0,4.0,1,0,0,No
155,31,Male,Divorced,Other,Bachelor,6,Sales,Manufacturing Director,Entry Level,Travel_Rarely,45340,13,High,3,4.0,4.0,3.0,13,None,2,1.0,1.0,1,0,0,No
156,37,Male,Divorced,Marketing,Bachelor,2,Sales,Laboratory Technician,Entry Level,Travel_Frequently,40010,18,High,3,3.0,1.0,3.0,11,Low,2,6.0,17.0,1,0,0,Yes
157,40,Male,Single,Life Sciences,Master,2,Research & Development,Human Resources,Entry Level,Non-Travel,65450,18,High,3,2.0,2.0,2.0,15,None,2,4.0,22.0,1,0,0,Yes
158,49,Male,Married,Life Sciences,Master,,Sales,Research Scientist,Mid Level,Travel_Rarely,62300,20,Medium,3,3.0,,4.0,14,None,2,2.0,23.0,1,0,0,No
159,23,Male,,Medical,Bachelor,2,Sales,Laboratory Technician,Senior Level,Travel_Rarely,18780,22,High,3,3.0,4.0,3.0,13,Low,2,1.0,1.0,1,0,1,No
160,34,Male,Single,Life Sciences,Bachelor,3,Research & Development,Sales Executive,Mid Level,Travel_Rarely,20440,21,High,3,4.0,1.0,1.0,11,None,2,1.0,1.0,1,0,0,No
161,37,Female,Divorced,Life Sciences,College,24,Sales,Laboratory Technician,Manager,Travel_Rarely,42570,7,High,3,3.0,4.0,3.0,15,None,2,4.0,9.0,1,0,0,No
162,37,Female,Married,Life Sciences,Bachelor,17,Research & Development,Sales Executive,Senior Level,Travel_Rarely,20640,18,Medium,3,2.0,2.0,3.0,16,None,3,4.0,8.0,1,0,0,No
163,34,Female,Divorced,Marketing,Bachelor,4,Sales,Sales Representative,Mid Level,Travel_Rarely,50630,19,High,3,2.0,3.0,3.0,12,Low,2,6.0,12.0,1,0,0,No
164,36,Male,Married,Life Sciences,Bachelor,2,Research & Development,Sales Representative,Mid Level,Travel_Rarely,43200,19,High,3,4.0,2.0,3.0,17,None,2,3.0,5.0,1,0,0,No
165,58,Female,,Marketing,Bachelor,,Sales,Research Scientist,Entry Level,Travel_Rarely,52060,3,Low,3,2.0,2.0,2.0,11,High,4,4.0,9.0,1,0,0,No
166,35,Male,Divorced,Medical,Below College,,Research & Development,Healthcare Representative,Entry Level,Non-Travel,51630,13,High,3,1.0,4.0,4.0,18,Medium,4,2.0,16.0,1,0,0,No
167,20,Male,Single,Life Sciences,Bachelor,,Research & Development,Sales Representative,Executive,Travel_Rarely,61620,5,Medium,3,3.0,4.0,,12,High,2,1.0,1.0,1,1,1,Yes
168,37,Male,,Marketing,Below College,9,Sales,Sales Executive,Senior Level,Travel_Rarely,44400,6,Medium,3,2.0,3.0,2.0,11,Low,3,2.0,18.0,1,0,1,No
169,35,Female,Single,Life Sciences,Bachelor,29,Research & Development,Sales Executive,Senior Level,Travel_Rarely,50030,13,High,3,2.0,3.0,3.0,15,None,2,9.0,10.0,1,0,0,No
170,25,Male,Single,Life Sciences,Below College,1,Research & Development,Manufacturing Director,Entry Level,Travel_Frequently,109320,4,High,3,4.0,3.0,3.0,11,Low,3,1.0,1.0,1,1,0,Yes
171,24,Male,Divorced,Marketing,College,10,Sales,Manufacturing Director,Entry Level,Travel_Rarely,23560,9,High,3,1.0,3.0,3.0,13,None,5,0.0,2.0,1,0,0,No
172,41,Male,Married,Medical,College,4,Research & Development,Research Scientist,Mid Level,Travel_Rarely,25430,11,High,3,4.0,2.0,3.0,12,None,3,3.0,6.0,1,0,0,No
173,40,Male,Married,Medical,Master,1,Research & Development,Research Director,Mid Level,Travel_Rarely,50710,6,Medium,3,4.0,1.0,2.0,17,Low,3,8.0,8.0,1,0,0,No
174,21,Male,Single,Life Sciences,Master,1,Research & Development,Manager,Entry Level,Travel_Rarely,57750,11,High,3,1.0,3.0,2.0,18,None,2,1.0,1.0,1,1,0,Yes
175,34,Male,Divorced,Technical Degree,College,12,Research & Development,Human Resources,Mid Level,Travel_Rarely,88650,4,High,3,2.0,2.0,3.0,11,Low,0,1.0,1.0,1,1,0,No
176,27,Male,Divorced,Life Sciences,Bachelor,2,Research & Development,Manufacturing Director,Entry Level,Non-Travel,139660,1,High,3,3.0,3.0,2.0,19,None,1,1.0,1.0,1,0,1,No
177,29,Male,Single,Human Resources,Master,2,Human Resources,Sales Executive,Mid Level,Travel_Frequently,28750,5,High,3,1.0,3.0,3.0,11,None,3,1.0,1.0,1,0,0,Yes
178,19,Male,Single,Medical,Bachelor,4,Research & Development,Sales Executive,Entry Level,Travel_Rarely,76440,13,High,3,,1.0,4.0,15,Medium,2,1.0,1.0,1,0,0,Yes
179,19,Male,,Life Sciences,Master,23,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,191970,17,High,3,1.0,3.0,3.0,12,None,2,1.0,1.0,1,0,0,No
180,55,Female,Married,Life Sciences,Bachelor,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,74410,11,High,3,4.0,1.0,3.0,12,Low,4,3.0,24.0,1,1,0,No
181,45,Female,Divorced,Medical,College,1,Research & Development,Sales Executive,Entry Level,Travel_Rarely,70830,19,High,3,,2.0,3.0,12,Low,5,2.0,25.0,1,0,0,No
182,48,Male,,Marketing,Below College,1,Sales,Manufacturing Director,Mid Level,Travel_Rarely,74060,17,High,3,4.0,,4.0,14,Medium,2,6.0,25.0,1,0,0,No
183,34,Male,Single,Life Sciences,Bachelor,3,Research & Development,Sales Executive,Mid Level,Travel_Rarely,20440,10,High,3,4.0,1.0,1.0,11,None,2,1.0,1.0,1,0,0,No
184,51,Female,,Other,Bachelor,1,Research & Development,Research Director,Senior Level,Travel_Rarely,80080,3,High,3,3.0,2.0,3.0,15,Low,4,2.0,10.0,1,0,0,No
185,19,Male,,Life Sciences,Bachelor,15,Research & Development,Research Scientist,Mid Level,Travel_Rarely,160640,5,High,3,2.0,4.0,4.0,15,Low,3,1.0,1.0,1,0,0,Yes
186,24,Female,Married,Medical,Bachelor,7,Sales,Laboratory Technician,Entry Level,Travel_Rarely,12320,7,Low,3,2.0,4.0,3.0,12,None,4,1.0,1.0,1,0,0,No
187,44,Male,Divorced,Medical,College,1,Research & Development,Research Scientist,Mid Level,Travel_Frequently,103330,16,Medium,3,3.0,4.0,1.0,14,Low,2,3.0,19.0,1,0,0,Yes
188,24,Female,Married,Life Sciences,Bachelor,10,Research & Development,Manager,Mid Level,Non-Travel,51600,10,Low,3,2.0,4.0,3.0,17,Low,3,1.0,1.0,1,0,0,No
189,31,Female,Single,Medical,College,3,Research & Development,Sales Executive,Senior Level,Travel_Rarely,42850,23,Low,4,2.0,3.0,3.0,21,Low,2,1.0,1.0,1,1,0,No
190,36,Male,Married,Life Sciences,College,7,Sales,Laboratory Technician,Manager,Travel_Rarely,144110,9,Very High,3,3.0,4.0,2.0,18,High,2,0.0,2.0,1,0,0,Yes
191,36,Female,Married,Life Sciences,Below College,25,Research & Development,Sales Executive,Manager,Travel_Rarely,170070,19,Medium,3,1.0,2.0,4.0,12,Low,2,9.0,6.0,1,0,0,No
192,39,Male,Single,Medical,Master,2,Research & Development,Manufacturing Director,Mid Level,Non-Travel,43810,6,Medium,3,1.0,1.0,4.0,15,Medium,1,2.0,11.0,1,0,0,Yes
193,21,Male,Single,Medical,Bachelor,1,Research & Development,Sales Executive,Mid Level,Travel_Rarely,104000,8,High,3,4.0,4.0,2.0,13,Low,2,1.0,1.0,1,0,0,Yes
194,38,Male,Married,Medical,Bachelor,10,Sales,Laboratory Technician,Manager,Travel_Rarely,181720,4,High,3,3.0,4.0,1.0,12,Medium,5,6.0,6.0,1,0,1,No
195,24,Female,Married,Medical,Bachelor,7,Sales,Laboratory Technician,Entry Level,Travel_Rarely,12320,17,Low,3,2.0,4.0,3.0,12,None,4,1.0,1.0,1,0,0,No
196,37,Male,Divorced,Life Sciences,College,24,Sales,Research Scientist,Entry Level,Non-Travel,68150,8,High,4,4.0,3.0,4.0,20,Low,3,5.0,17.0,1,0,0,No
197,21,Male,Single,Human Resources,College,,Human Resources,Laboratory Technician,Entry Level,Travel_Rarely,53730,8,High,3,2.0,3.0,3.0,12,Low,2,1.0,1.0,1,0,0,Yes
198,33,Female,Single,Human Resources,College,28,Human Resources,Manager,Executive,Travel_Rarely,55610,7,Low,4,3.0,4.0,3.0,21,Low,3,1.0,1.0,1,0,0,Yes
199,24,Male,Divorced,Marketing,College,10,Sales,Manufacturing Director,Entry Level,Travel_Rarely,23560,7,High,3,1.0,,3.0,13,None,5,0.0,2.0,1,0,0,No
200,32,Female,Single,Medical,Below College,8,Research & Development,Research Scientist,Mid Level,Travel_Rarely,46270,7,Medium,3,4.0,4.0,3.0,17,Low,2,8.0,8.0,1,0,0,No
201,40,Male,Married,Life Sciences,Master,26,Research & Development,Research Scientist,Mid Level,Travel_Frequently,194060,8,High,4,4.0,3.0,1.0,20,High,2,3.0,16.0,1,0,0,No
202,45,Female,Divorced,Medical,College,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,70830,9,High,3,1.0,2.0,3.0,12,Low,5,2.0,25.0,1,0,0,No
203,35,Male,Divorced,Medical,Below College,5,Research & Development,Healthcare Representative,Entry Level,Non-Travel,51630,18,High,3,1.0,4.0,4.0,18,Medium,4,2.0,16.0,1,0,0,No
204,32,Female,Single,Medical,Below College,,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,27410,16,Medium,3,4.0,1.0,1.0,15,Low,5,1.0,1.0,1,0,1,Yes
205,22,Female,Divorced,Life Sciences,Bachelor,,Research & Development,Sales Executive,Senior Level,Non-Travel,108510,14,Very High,3,4.0,4.0,2.0,16,Low,2,1.0,1.0,1,0,0,No
206,34,Male,Married,Life Sciences,College,2,Research & Development,Sales Representative,Entry Level,Travel_Rarely,64100,14,Medium,3,3.0,3.0,3.0,13,Low,5,1.0,1.0,1,0,0,No
207,27,Female,Divorced,Marketing,College,,Sales,Research Scientist,Senior Level,Travel_Rarely,45990,10,Medium,3,,4.0,3.0,15,Low,3,1.0,1.0,1,0,0,No
208,19,Female,Single,Other,Bachelor,1,Research & Development,Manufacturing Director,Executive,Travel_Rarely,152020,11,Medium,3,2.0,2.0,3.0,18,High,2,1.0,1.0,1,0,0,No
209,38,Female,,Life Sciences,Master,6,Sales,Research Scientist,Senior Level,Travel_Rarely,107480,14,High,3,1.0,2.0,3.0,15,None,3,7.0,17.0,1,0,0,Yes
210,22,Female,Single,Life Sciences,College,16,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,35790,6,High,3,2.0,4.0,3.0,19,High,3,1.0,1.0,1,0,0,Yes
211,20,Female,Single,Medical,Master,17,Research & Development,Sales Representative,Entry Level,Travel_Rarely,22930,10,Low,3,2.0,4.0,4.0,13,Medium,3,1.0,1.0,1,0,0,No
212,40,Female,Divorced,Technical Degree,Master,1,Research & Development,Laboratory Technician,Mid Level,Non-Travel,30680,10,Medium,3,1.0,3.0,3.0,19,None,3,3.0,20.0,1,0,1,No
213,35,Female,Married,Marketing,Bachelor,,Sales,Sales Representative,Senior Level,Travel_Rarely,135820,10,Medium,3,4.0,,2.0,17,Low,3,1.0,1.0,1,0,1,No
214,38,Male,,Medical,Master,7,Research & Development,Sales Executive,Entry Level,Travel_Rarely,66530,17,High,4,2.0,4.0,3.0,20,Low,2,7.0,10.0,1,0,0,No
215,51,Female,Married,Life Sciences,College,6,Sales,Healthcare Representative,Entry Level,Travel_Rarely,131160,18,High,3,4.0,3.0,2.0,11,None,6,1.0,1.0,1,0,0,No
216,29,Female,Married,Marketing,Master,2,Sales,Research Scientist,Manager,Travel_Rarely,106500,3,Very High,3,1.0,2.0,3.0,13,Medium,2,1.0,1.0,1,0,0,Yes
217,29,Female,Divorced,Other,Master,3,Research & Development,Sales Representative,Mid Level,Travel_Rarely,55930,16,High,3,1.0,4.0,3.0,13,Low,3,1.0,1.0,1,0,0,No
218,41,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Sales Representative,Mid Level,Non-Travel,195660,5,Very High,3,1.0,1.0,1.0,16,None,2,6.0,5.0,1,0,0,Yes
219,37,Male,Divorced,Life Sciences,College,24,Sales,Research Scientist,Entry Level,Non-Travel,68150,18,High,4,4.0,,4.0,20,Low,3,5.0,17.0,1,0,0,No
220,42,Female,Single,Life Sciences,College,8,Research & Development,Manager,Executive,Travel_Rarely,40140,6,High,3,4.0,4.0,3.0,13,Low,3,8.0,24.0,1,0,1,No
221,29,Female,Divorced,Other,Master,3,Research & Development,Sales Representative,Mid Level,Travel_Rarely,55930,23,High,3,1.0,4.0,3.0,13,Low,3,1.0,1.0,1,0,0,No
222,36,Female,Divorced,Medical,Bachelor,1,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,175670,5,High,3,,1.0,3.0,13,None,6,5.0,7.0,1,0,0,No
223,28,Male,Married,Life Sciences,Master,15,Research & Development,Sales Executive,Mid Level,Travel_Rarely,41970,4,Low,3,4.0,3.0,2.0,13,None,3,1.0,1.0,1,0,0,Yes
224,31,Male,Divorced,Other,Bachelor,,Sales,Manufacturing Director,Entry Level,Travel_Rarely,45340,7,High,3,4.0,4.0,3.0,13,None,2,1.0,1.0,1,0,0,No
225,36,Female,Married,Technical Degree,Bachelor,2,Sales,Laboratory Technician,Executive,Travel_Rarely,22900,14,High,3,2.0,4.0,3.0,11,None,5,4.0,15.0,1,0,0,No
226,28,Male,Married,Other,Bachelor,10,Research & Development,Sales Representative,Mid Level,Travel_Rarely,52100,7,Very High,3,2.0,4.0,3.0,15,None,1,1.0,1.0,1,0,0,No
227,50,Female,Married,Medical,College,4,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,27990,8,Low,3,3.0,3.0,3.0,12,Low,0,4.0,27.0,1,0,0,No
228,28,Male,Divorced,Life Sciences,Bachelor,7,Research & Development,Manager,Mid Level,Travel_Frequently,29760,14,High,3,2.0,1.0,,14,None,3,1.0,1.0,1,0,0,Yes
229,50,Male,Married,Medical,Bachelor,27,Sales,Sales Executive,Mid Level,Travel_Rarely,33100,13,Very High,4,4.0,1.0,3.0,22,Low,3,4.0,8.0,1,0,0,No
230,50,Male,Married,Medical,Bachelor,27,Sales,Sales Executive,Mid Level,Travel_Rarely,33100,19,Very High,4,4.0,1.0,3.0,22,Low,3,4.0,8.0,1,0,0,No
231,24,Female,Divorced,Marketing,Doctor,,Sales,Manufacturing Director,Entry Level,Non-Travel,81890,16,High,3,2.0,3.0,3.0,14,Low,3,1.0,1.0,1,0,0,No
232,20,Female,Single,Life Sciences,Bachelor,29,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,27070,16,High,3,1.0,1.0,3.0,11,None,2,1.0,1.0,1,0,0,Yes
233,58,Female,Single,Medical,College,9,Sales,Sales Executive,Manager,Travel_Rarely,59570,6,Low,3,3.0,4.0,,14,Low,2,4.0,7.0,1,0,0,Yes
234,41,Female,Divorced,Life Sciences,Bachelor,29,Sales,Laboratory Technician,Mid Level,Travel_Rarely,52940,6,Medium,3,1.0,3.0,2.0,15,None,3,2.0,17.0,1,0,0,No
235,51,Female,Married,Life Sciences,College,6,Sales,Healthcare Representative,Entry Level,Travel_Rarely,131160,16,High,3,4.0,,,11,None,6,1.0,1.0,1,0,0,No
236,32,Female,Single,Human Resources,College,12,Human Resources,Sales Representative,Entry Level,Travel_Rarely,20610,16,Medium,3,1.0,4.0,3.0,15,Low,2,1.0,1.0,1,0,0,No
237,22,Male,,Other,Bachelor,1,Research & Development,Research Scientist,Manager,Travel_Rarely,49680,7,High,3,1.0,3.0,3.0,14,None,3,1.0,1.0,1,0,0,Yes
238,30,Female,Single,Life Sciences,Master,12,Sales,Sales Executive,Mid Level,Travel_Rarely,49500,6,High,3,,2.0,2.0,12,Medium,3,1.0,1.0,1,0,0,Yes
239,28,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Manager,Mid Level,Travel_Frequently,29760,16,High,3,2.0,,3.0,14,None,3,1.0,1.0,1,0,0,Yes
240,44,Male,,Medical,College,1,Research & Development,Research Scientist,Mid Level,Travel_Frequently,103330,18,Medium,3,3.0,4.0,1.0,14,Low,2,3.0,19.0,1,0,0,Yes
241,21,Male,,Marketing,College,1,Sales,Healthcare Representative,Executive,Travel_Rarely,27910,16,Very High,3,2.0,2.0,3.0,14,None,3,1.0,1.0,1,1,0,Yes
242,36,Female,Divorced,Life Sciences,College,,Research & Development,Research Scientist,Entry Level,Travel_Rarely,56600,17,High,3,3.0,1.0,2.0,12,None,3,7.0,9.0,1,0,0,Yes
243,43,Male,Divorced,Marketing,Master,7,Sales,Sales Executive,Mid Level,Travel_Rarely,48760,8,High,3,2.0,1.0,4.0,16,Medium,4,4.0,4.0,1,0,0,No
244,27,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Manufacturing Director,Entry Level,Non-Travel,139660,6,High,3,3.0,3.0,2.0,19,None,1,1.0,1.0,1,0,1,No
245,38,Male,Single,Medical,Master,7,Research & Development,Sales Executive,Entry Level,Travel_Rarely,66530,18,High,4,2.0,4.0,3.0,20,Low,2,7.0,10.0,1,0,0,No
246,55,Female,Married,Life Sciences,Bachelor,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,74410,17,High,3,4.0,1.0,3.0,12,Low,4,3.0,24.0,1,1,0,No
247,24,Female,Married,Medical,Bachelor,7,Sales,Laboratory Technician,Entry Level,Travel_Rarely,12320,21,Low,3,2.0,4.0,3.0,12,None,4,1.0,1.0,1,0,0,No
248,38,Male,Single,Technical Degree,College,9,Research & Development,Sales Representative,Senior Level,Travel_Rarely,23720,15,Medium,3,1.0,1.0,2.0,12,None,3,4.0,20.0,1,0,0,No
249,40,Male,Divorced,Marketing,Bachelor,,Sales,Research Scientist,Entry Level,Travel_Frequently,39310,4,Medium,3,2.0,4.0,3.0,19,None,2,8.0,3.0,1,0,0,No
250,26,Male,Married,Life Sciences,College,26,Research & Development,Human Resources,Mid Level,Travel_Rarely,68120,11,Medium,3,3.0,2.0,2.0,13,None,2,1.0,1.0,1,1,0,No
251,37,Male,Single,Life Sciences,Bachelor,16,Research & Development,Manager,Senior Level,Travel_Rarely,33880,10,Very High,3,4.0,4.0,3.0,11,None,2,3.0,4.0,1,0,0,No
252,33,Female,Single,Human Resources,College,,Human Resources,Manager,Executive,Travel_Rarely,55610,9,Low,4,3.0,4.0,3.0,21,Low,3,1.0,1.0,1,0,0,Yes
253,29,Female,Single,Medical,College,1,Research & Development,Sales Executive,Entry Level,Travel_Rarely,106730,6,High,3,3.0,3.0,3.0,13,High,2,1.0,1.0,1,0,0,No
254,28,Male,,Other,Bachelor,10,Research & Development,Sales Representative,Mid Level,Travel_Rarely,52100,7,Very High,3,2.0,4.0,,15,None,1,1.0,1.0,1,0,0,No
255,19,Male,Single,Other,College,2,Sales,Healthcare Representative,Senior Level,Non-Travel,98240,13,High,3,2.0,1.0,4.0,18,None,2,1.0,1.0,1,0,0,Yes
256,37,Male,Divorced,Life Sciences,Master,,Research & Development,Sales Executive,Manager,Travel_Rarely,71430,5,Medium,4,4.0,4.0,3.0,21,None,6,2.0,8.0,1,0,0,No
257,33,Male,Single,Medical,Bachelor,3,Sales,Manufacturing Director,Entry Level,Travel_Rarely,43730,14,High,3,4.0,3.0,3.0,14,None,3,4.0,7.0,1,0,0,No
258,35,Female,,Medical,Master,,Research & Development,Research Scientist,Senior Level,Travel_Rarely,38380,19,High,3,4.0,4.0,3.0,16,Low,2,1.0,1.0,1,0,1,No
259,33,Male,,Medical,Bachelor,3,Sales,Manufacturing Director,Entry Level,Travel_Rarely,43730,11,High,3,4.0,3.0,3.0,14,None,3,4.0,7.0,1,0,0,No
260,27,Male,Married,Life Sciences,Below College,8,Sales,Laboratory Technician,Manager,Travel_Frequently,102310,22,High,3,2.0,1.0,3.0,13,Low,2,1.0,1.0,1,0,0,Yes
261,41,Male,Divorced,Life Sciences,Bachelor,12,Research & Development,Sales Representative,Mid Level,Non-Travel,195660,9,Very High,3,1.0,1.0,1.0,16,None,2,6.0,5.0,1,0,0,Yes
262,27,Female,,Life Sciences,Bachelor,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,48510,15,High,3,4.0,3.0,3.0,18,None,2,8.0,5.0,1,0,0,No
263,30,Female,Married,Life Sciences,Bachelor,3,Research & Development,Manager,Mid Level,Travel_Rarely,59680,23,High,3,2.0,3.0,3.0,13,None,3,,1.0,1,0,0,No
264,29,Male,Single,Human Resources,Master,2,Human Resources,Sales Executive,Mid Level,Travel_Frequently,28750,19,High,3,1.0,3.0,3.0,11,None,3,1.0,1.0,1,0,0,Yes
265,48,Female,Single,Life Sciences,Master,1,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,132370,21,Very High,3,2.0,4.0,2.0,13,Low,2,5.0,7.0,1,0,0,No
266,27,Male,Divorced,Life Sciences,Bachelor,2,Research & Development,Manufacturing Director,Entry Level,Non-Travel,139660,4,High,3,3.0,3.0,2.0,19,None,1,1.0,1.0,1,0,1,No
267,19,Male,,Marketing,Master,2,Sales,Laboratory Technician,Senior Level,Travel_Rarely,115570,10,High,4,4.0,2.0,3.0,22,None,0,1.0,1.0,1,0,1,No
268,19,Male,Single,Life Sciences,College,8,Research & Development,Sales Executive,Mid Level,Travel_Rarely,159720,21,High,4,4.0,2.0,2.0,21,None,2,1.0,1.0,1,1,0,Yes
269,20,Female,Single,Life Sciences,College,2,Research & Development,Research Scientist,Mid Level,Travel_Rarely,63970,20,High,3,1.0,4.0,3.0,17,Low,3,1.0,1.0,1,0,0,Yes
270,26,Male,Divorced,Marketing,College,8,Sales,Sales Executive,Mid Level,Travel_Rarely,80950,13,Very High,3,3.0,1.0,2.0,15,None,3,1.0,1.0,1,0,0,Yes
271,54,Male,Single,Medical,Master,2,Research & Development,Human Resources,Mid Level,Travel_Rarely,89380,8,High,3,3.0,3.0,3.0,11,High,2,7.0,19.0,1,0,0,No
272,43,Male,Married,Other,Master,1,Research & Development,Sales Executive,Senior Level,Travel_Frequently,76550,17,High,3,3.0,3.0,3.0,12,Low,3,9.0,6.0,1,0,0,Yes
273,28,Male,Married,Life Sciences,College,29,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,68520,19,Very High,3,2.0,2.0,3.0,18,Low,2,1.0,1.0,1,0,0,No
274,36,Female,,Life Sciences,Below College,25,Research & Development,Sales Executive,Manager,Travel_Rarely,170070,19,Medium,3,1.0,2.0,4.0,12,Low,2,9.0,6.0,1,0,0,No
275,43,Female,Divorced,Technical Degree,Doctor,,Research & Development,Sales Executive,Mid Level,Travel_Rarely,26830,11,High,3,4.0,2.0,2.0,11,None,3,4.0,21.0,1,0,0,No
276,34,Female,Divorced,Marketing,Bachelor,4,Sales,Sales Representative,Mid Level,Travel_Rarely,50630,12,High,3,,3.0,3.0,12,Low,2,6.0,12.0,1,0,0,No
277,43,Male,Divorced,Life Sciences,College,25,Sales,Research Scientist,Senior Level,Travel_Rarely,50550,13,Medium,4,,3.0,3.0,22,None,2,5.0,18.0,1,0,0,No
278,30,Female,Single,Life Sciences,Master,12,Sales,Sales Executive,Mid Level,Travel_Rarely,49500,21,High,3,4.0,2.0,2.0,12,Medium,3,1.0,1.0,1,0,0,Yes
279,36,Male,Married,Life Sciences,Bachelor,2,Research & Development,Sales Representative,Mid Level,Travel_Rarely,43200,13,High,3,4.0,2.0,3.0,17,None,2,,5.0,1,0,0,No
280,47,Female,,Life Sciences,College,,Research & Development,Sales Executive,Mid Level,Non-Travel,39550,22,High,3,2.0,3.0,1.0,12,Low,5,7.0,4.0,1,0,0,No
281,35,Female,Married,Medical,Master,8,Research & Development,Research Scientist,Senior Level,Travel_Rarely,38380,11,High,3,4.0,4.0,3.0,16,Low,2,1.0,1.0,1,0,1,No
282,30,Male,Divorced,Life Sciences,Bachelor,8,Research & Development,Manufacturing Director,Entry Level,Non-Travel,21430,17,High,3,3.0,3.0,,17,Low,2,1.0,1.0,1,0,0,No
283,45,Male,Married,Life Sciences,Master,19,Research & Development,Research Director,Senior Level,Travel_Frequently,34410,21,High,3,1.0,1.0,3.0,13,Low,5,2.0,5.0,1,0,0,Yes
